title,info,location,totalprice,unitprice
水印康庭 南北通透 三房朝南 交通便利,"水印康庭 , | 3室2厅 | 120.8平米 | 南 北 | 简装 | 有电梯","低楼层(共11层)2006年建板楼  -  ,三塘","460,万",单价38080元/平米
满五唯一 精装修 交通便利 环境优美 看房方便,"金帝金色钱塘 , | 4室2厅 | 130.85平米 | 南 北 | 精装 | 有电梯","低楼层(共31层)2010年建板楼  -  ,萧山新城区","450,万",单价34391元/平米
优质小区，香港开发商开发，精装修，送18平米的大露台,"嘉里桦枫居 , | 1室2厅 | 66.28平米 | 南 | 精装 | 有电梯","低楼层(共16层)2009年建塔楼  -  ,石桥","200,万",单价30176元/平米
清水公寓新上双明卫大三居精装拎包入住,"清水公寓 , | 3室2厅 | 123.49平米 | 南 北 | 精装 | 无电梯","低楼层(共6层)2002年建板楼  -  ,德胜","560,万",单价45348元/平米
天苑花园 带大阳台 户型正气 采光好 闹中取静,"天苑花园 , | 2室1厅 | 72.77平米 | 南 | 简装 | 有电梯","中楼层(共23层)1998年建塔楼  -  ,翠苑","300,万",单价41226元/平米
田园牧歌听泉苑满五唯一148方3房开发商精装,"绿城西子田园牧歌 , | 3室2厅 | 147.33平米 | 南 北 | 精装 | 有电梯","高楼层(共11层)2014年建板楼  -  ,半山","580,万",单价39368元/平米
德信小面积刚需好房，楼层好，看房方便,"德信早城 , | 2室1厅 | 76.04平米 | 南 | 简装 | 有电梯","高楼层(共18层)2012年建板塔结合  -  ,金沙湖","270,万",单价35508元/平米
世茂地铁口 正气两房 天鹅湖景观 钱塘江大潮一览无遗,"世茂江滨花园碧景湾 , | 2室2厅 | 87.27平米 | 南 | 简装 | 有电梯","高楼层(共33层)2009年建塔楼  -  ,沿江南","280,万",单价32085元/平米
杭钢南苑满五唯一好房，装修好，采光棒,"杭钢南苑 , | 2室1厅 | 55.01平米 | 南 | 简装 | 无电梯","高楼层(共6层)1999年建板楼  -  ,半山","180,万",单价32722元/平米
满五房东名下就一套免双税，精装35万带地暖，诚心出售,"滨江曙光之城 , | 3室2厅 | 89.8平米 | 南 | 精装 | 有电梯","高楼层(共17层)2011年建塔楼  -  ,火车东站","430,万",单价47885元/平米
城西银泰旁 大三房 楼层好 诚心卖  配套齐全,"昆仑橡树园 , | 3室2厅 | 98平米 | 南 | 精装 | 有电梯","高楼层(共10层)2010年建板楼  -  ,申花","470,万",单价47960元/平米
京都苑精装大四居 南北通透 四面透光,"京都苑 , | 4室2厅 | 160.92平米 | 南 西 北 | 精装 | 有电梯","中楼层(共18层)2000年建板楼  -  ,流水苑","550,万",单价34179元/平米
此房两房朝南，总价低，采光好，有院子，精装修,"德胜东村 , | 2室1厅 | 54.16平米 | 南 北 | 精装 | 无电梯","低楼层(共6层)1994年建板楼  -  ,德胜东","230,万",单价42467元/平米
江景房 精装自住 满五年 采光充足,"伊萨卡国际城浩泽园 , | 3室2厅 | 118平米 | 南 | 精装 | 有电梯","中楼层(共34层)2008年建板楼  -  ,沿江北","315,万",单价26695元/平米
经典户型，楼层好，诚心卖，随时看,"荷花小区 , | 2室2厅 | 76.5平米 | 南 | 简装","高楼层(共6层)板楼  -  ,临平","145,万",单价18955元/平米
景苑公寓新上房源，精装地铁房，全明西边套，业主诚售,"景苑公寓 , | 2室1厅 | 67.36平米 | 西南 西 | 精装 | 有电梯","中楼层(共19层)1998年建塔楼  -  ,景芳","280,万",单价41568元/平米
流水苑 中间楼层 方正户型 满五年,"流水苑 , | 3室1厅 | 65.09平米 | 南 | 简装 | 无电梯","中楼层(共7层)1999年建板楼  -  ,流水苑","280,万",单价43018元/平米
广厦天都城天风苑 精装三房  户型方正  满五唯一,"广厦天都城天风苑 , | 3室2厅 | 118.6平米 | 南 | 精装","中楼层(共5层)2003年建板楼  -  ,星桥","260,万",单价21923元/平米
亲亲家园一期户型 位置优越  配套成熟,"亲亲家园一期 , | 3室2厅 | 112.55平米 | 南 北 | 精装 | 无电梯","中楼层(共6层)2007年建板塔结合  -  ,三墩","375,万",单价33319元/平米
流水苑 西边套 精装修 免双税,"流水苑 , | 2室1厅 | 58.01平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1999年建板楼  -  ,流水苑","230,万",单价39649元/平米
三室两厅 精装修 交通便利 小区门口横店影城商场超市,"丁桥颐景园 , | 3室2厅 | 86.93平米 | 南 北 | 精装 | 有电梯","高楼层(共15层)2012年建板楼  -  ,丁桥","290,万",单价33361元/平米
满五年唯一一套  楼层好 采光好 可做3房,"水岸雅苑 , | 2室2厅 | 75平米 | 南 | 简装 | 无电梯","中楼层(共6层)2006年建板楼  -  ,三里亭","290,万",单价38667元/平米
闲林山水小三房，精装修，带车位，诚心出售，位置好。,"闲林山水紫薇苑 , | 3室2厅 | 89.7平米 | 南 北 | 精装 | 有电梯","低楼层(共11层)2009年建板楼  -  ,闲林","240,万",单价26756元/平米
华元云水苑130方大三房精装。业主自住，文海，,"华元云水苑 , | 3室2厅 | 129.58平米 | 南 北 | 精装 | 无电梯","低楼层(共6层)2004年建板楼  -  ,高教园区东","330,万",单价25467元/平米
朝晖九区 业主自住精装修 满五唯一 没有增值税和个税,"朝晖九区 , | 2室2厅 | 70.05平米 | 南 | 精装 | 无电梯","中楼层(共7层)1994年建板楼  -  ,朝晖","298,万",单价42542元/平米
兰韵天城好房急售 满五且唯一  精装修,"兰韵天城 , | 3室2厅 | 112.78平米 | 南 | 精装 | 有电梯","高楼层(共10层)2000年建板楼  -  ,三墩","360,万",单价31921元/平米
风景蝶院 精装三居室，视野开阔采光好，环境优雅,"风景蝶院留园 , | 3室2厅 | 120.56平米 | 南 | 精装 | 有电梯","高楼层(共20层)2011年建板楼  -  ,白马湖","450,万",单价37326元/平米
满五唯一   带阳台  精装 房东诚心卖,"彩虹城 , | 3室2厅 | 126.39平米 | 南 | 精装 | 有电梯","低楼层(共24层)2006年建板楼  -  ,彩虹城","530,万",单价41934元/平米
裕达大厦 电梯房 70年产权 全明户型 视野开阔,"裕达大厦 , | 2室2厅 | 90.47平米 | 南 | 精装 | 有电梯","高楼层(共27层)2000年建板楼  -  ,建国北路","325,万",单价35924元/平米
亭苑  自住装修    此房满五唯一免双税 全明户型,"三里亭苑二区 , | 2室1厅 | 70.65平米 | 东南 | 简装 | 无电梯","低楼层(共7层)1995年建板楼  -  ,三里亭","235,万",单价33263元/平米
康乐新村 西边套 三房朝南 带赠送20平方,"康乐新村 , | 3室2厅 | 88.38平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1996年建板楼  -  ,文三西路","308,万",单价34850元/平米
沁雅花园 电梯好房 诚心出售 随时可看,"沁雅花园 , | 3室2厅 | 127.48平米 | 南 | 其他 | 有电梯","高楼层(共18层)2002年建塔楼  -  ,文三西路","508,万",单价39850元/平米
保利东湾 2室2厅 260万,"保利东湾 , | 2室2厅 | 89.59平米 | 南 北 | 精装 | 有电梯","中楼层(共32层)2010年建板楼  -  ,沿江南","260,万",单价29022元/平米
满五唯一免双税，精装修，东边套,"人和家园 , | 3室2厅 | 119.89平米 | 南 北 | 精装 | 有电梯","低楼层(共11层)2006年建板楼  -  ,留下","275,万",单价22938元/平米
新星小区 新上大两房 楼层好 采光充足 房东诚心出售,"新星小区 , | 2室2厅 | 74.78平米 | 南 北 | 简装 | 无电梯","中楼层(共5层)1995年建板楼  -  ,三墩","240,万",单价32095元/平米
大浒东苑精装东边套 视野和采光超棒 看房联系维护人,"大浒东苑 , | 2室2厅 | 81.51平米 | 东南 | 精装 | 有电梯","高楼层(共18层)2005年建塔楼  -  ,大关","325,万",单价39873元/平米
精装，满5唯一，大两房，采光良好。,"庭院深深 , | 2室2厅 | 104.11平米 | 南 | 其他 | 有电梯","中楼层(共26层)2012年建板楼  -  ,闲林","220,万",单价21132元/平米
世茂江滨商业中心 1室1厅 85万,"世茂江滨商业中心 , | 1室1厅 | 52.48平米 | 南 北 | 精装 | 有电梯","中楼层(共28层)2011年建塔楼  -  ,沿江南","85,万",单价16197元/平米
满两年，大三房，户型正，精装修，此房无户口无学籍,"金地自在城 , | 3室2厅 | 89.23平米 | 南 北 | 精装 | 有电梯","低楼层(共25层)2012年建板楼  -  ,三墩","325,万",单价36423元/平米
星河景庭 精装修，楼层好，采光充足,"星河景庭公寓 , | 3室2厅 | 116.04平米 | 南 北 | 精装 | 有电梯","高楼层(共17层)2007年建板楼  -  ,萧山市区","390,万",单价33610元/平米
保利湾天地二期 2室1厅 100万,"保利湾天地二期 , | 2室1厅 | 47平米 | 东 西 | 简装 | 有电梯","高楼层(共17层)2010年建板楼  -  ,沿江南","100,万",单价21277元/平米
白鹭郡东  精装修  送车位  送家具家电,"良渚文化村白鹭郡东 , | 3室2厅 | 125.21平米 | 南 | 精装 | 无电梯","中楼层(共6层)2008年建板楼  -  ,良渚","480,万",单价38336元/平米
三房中间楼层 无小孩读书 看房方便 户口随时签,"西溪河东 , | 3室1厅 | 71.4平米 | 南 北 | 简装 | 无电梯","中楼层(共5层)1988年建板楼  -  ,学军","572,万",单价80113元/平米
没有增值税和个人所得税  学军十三中本部  看房子方便,"马塍路33号 , | 3室1厅 | 86.52平米 | 南 北 | 简装 | 无电梯","中楼层(共5层)1983年建板楼  -  ,学军","580,万",单价67037元/平米
学军三房全明户型 无学籍 中间楼层,"西溪河东 , | 3室1厅 | 77.62平米 | 南 | 简装 | 无电梯","中楼层(共5层)1984年建板楼  -  ,学军","585,万",单价75368元/平米
华立金顶苑，配套全，房龄新，人车分流,"华立金顶苑 , | 3室2厅 | 122.08平米 | 南 北 | 简装 | 有电梯","中楼层(共11层)1999年建板楼  -  ,文教","620,万",单价50787元/平米
户型正气，装修清爽，可拎包入住，适合改善居住,"和平小区 , | 4室2厅 | 124.53平米 | 南 | 精装 | 无电梯","高楼层(共7层)1996年建板楼  -  ,流水苑","480,万",单价38545元/平米
桂花城精装东边套全明两房，车库另计采光好,"桂花城 , | 2室2厅 | 99.58平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)1999年建板塔结合  -  ,文一西路","560,万",单价56237元/平米
万家花城 滨江物业不沿萍水街正对花园，精装修满5年,"万家花城一期 , | 3室2厅 | 89.85平米 | 南 | 精装 | 有电梯","低楼层(共25层)2009年建板楼  -  ,申花","430,万",单价47858元/平米
满五唯一免双税，精装修，保养好；楼层佳，采光好；,"西溪蝶园一期 , | 4室2厅 | 195.64平米 | 南 北 | 精装 | 有电梯","低楼层(共12层)2009年建板楼  -  ,西溪","910,万",单价46515元/平米
三里亭苑三区全明通透小两居，免双税，精装，拎包入住,"三里亭苑三区 , | 2室1厅 | 65.43平米 | 南 | 简装 | 无电梯","低楼层(共7层)1996年建板楼  -  ,三里亭","235,万",单价35917元/平米
此房满五唯一，楼层好 户型佳 视野开阔,"闲林山水丹枫苑 , | 2室2厅 | 104.45平米 | 南 北 | 精装 | 有电梯","高楼层(共11层)2008年建板楼  -  ,闲林","255,万",单价24414元/平米
品质小区，中间楼层，品牌家电全部赠送，精装两室！！,"万家星城 , | 2室2厅 | 79.35平米 | 南 | 精装 | 有电梯","低楼层(共20层)2010年建塔楼  -  ,三塘","360,万",单价45369元/平米
新上房源 两房朝南 闹中取静 不沿马路和高架，精装房,"南肖埠社区 , | 2室1厅 | 61平米 | 南 | 精装 | 无电梯","低楼层(共7层)1995年建板楼  -  ,南肖埠","300,万",单价49181元/平米
满五唯一，拎包入住，大飘窗，大阳台,"竹海水韵 , | 2室2厅 | 87.7平米 | 南 北 | 精装 | 有电梯","中楼层(共9层)2011年建板塔结合  -  ,闲林","220,万",单价25086元/平米
城北商贸园 地铁口 古墩路沿线 成熟小区,"城北商贸园 , | 2室1厅 | 72.1平米 | 南 | 简装 | 无电梯","中楼层(共6层)1997年建板楼  -  ,申花","260,万",单价36062元/平米
京惠花园 两室两厅好房 交通便利,"京惠花园 , | 2室2厅 | 84.1平米 | 南 | 精装 | 无电梯","中楼层(共7层)1999年建板楼  -  ,闸弄口","336,万",单价39953元/平米
加州阳光155方精装三房 诚心卖 价格可议,"开元加州阳光小区 , | 3室2厅 | 154.19平米 | 南 北 | 精装 | 有电梯","中楼层(共22层)2005年建板楼  -  ,萧山新城区","440,万",单价28537元/平米
亲亲家园三期 电梯房 带入户花园 人车分流 精装修,"亲亲家园三期 , | 3室2厅 | 147.75平米 | 南 | 精装 | 有电梯","中楼层(共17层)2006年建板楼  -  ,三墩","485,万",单价32826元/平米
东方俊园 3室2厅 240万,"东方俊园 , | 3室2厅 | 125.53平米 | 南 | 精装 | 有电梯","中楼层(共11层)2004年建板楼  -  ,临平","240,万",单价19119元/平米
卖小，楼层好，户型正气，精装修拎包入住。,"双荡新村 , | 2室2厅 | 78.37平米 | 南 北 | 精装 | 无电梯","中楼层(共7层)1998年建板楼  -  ,信义坊","320,万",单价40832元/平米
滨江宝龙城旁 配套完善，品质小区,"钱江水晶城 , | 3室2厅 | 126.9平米 | 南 北 | 简装 | 有电梯","高楼层(共25层)2010年建板楼  -  ,彩虹城","850,万",单价66982元/平米
房子满五年唯一，没有增值税没有个税，一梯两户，全明,"和睦新村 , | 2室1厅 | 58.34平米 | 南 | 精装 | 无电梯","高楼层(共6层)1989年建板楼  -  ,和睦","220,万",单价37710元/平米
大关南七苑 三房朝南 精装修河景房 实用面积超100方,"大关南七苑 , | 3室2厅 | 83.26平米 | 南 | 精装 | 无电梯","高楼层(共6层)1996年建板楼  -  ,大关","310,万",单价37233元/平米
此房满五唯一   配套设施齐全   房子南北通,"新绿园 , | 4室2厅 | 207.16平米 | 南 | 精装 | 有电梯","低楼层(共25层)2010年建板塔结合  -  ,南星","1600,万",单价77235元/平米
江南文苑带花园精装小两房直接拎包入住！,"江南文苑 , | 2室1厅 | 74.86平米 | 南 | 精装 | 有电梯","低楼层(共10层)2010年建板楼  -  ,浦沿","320,万",单价42747元/平米
此房满二税费低 中间楼层 采光视野佳 地段好 交通便利,"绿城风华苑 , | 3室2厅 | 165.3平米 | 南 | 毛坯","高楼层(共16层)2008年建暂无数据  -  ,临平","330,万",单价19964元/平米
此房满五年，配套齐全，交通方便，可以看到江景,"太和广场 , | 4室2厅 | 215.54平米 | 东南 | 精装 | 有电梯","中楼层(共32层)2010年建板楼  -  ,南星","1034,万",单价47973元/平米
江南文苑两房全明户型，楼层好，视野开阔，采光充足！,"江南文苑 , | 2室2厅 | 87.66平米 | 南 | 简装 | 有电梯","中楼层(共26层)2010年建板楼  -  ,浦沿","370,万",单价42209元/平米
徐家河 70年住宅 大三房 装修清爽 拎包入住,"徐家河公寓 , | 4室2厅 | 132.81平米 | 南 北 | 简装 | 无电梯","高楼层(共6层)1998年建板楼  -  ,萧山市区","300,万",单价22589元/平米
大浒东苑 东边套 三居室 采光视野好,"大浒东苑 , | 3室2厅 | 90.59平米 | 南 北 | 简装 | 有电梯","高楼层(共18层)2006年建塔楼  -  ,大关","360,万",单价39740元/平米
新世纪花苑方正户型，采光很好，交通便利,"新世纪花苑 , | 2室1厅 | 71.45平米 | 南 北 | 简装 | 无电梯","高楼层(共5层)1998年建板楼  -  ,三墩","255,万",单价35690元/平米
凤山花苑 5室2厅 550万,"凤山花苑 , | 5室2厅 | 115.72平米 | 南 | 精装 | 无电梯","高楼层(共7层)2003年建板楼  -  ,雄镇楼","550,万",单价47529元/平米
望江新丰苑，户型正气，采光充足，交通便利,"望江新丰苑 , | 3室2厅 | 148.44平米 | 南 北 | 简装 | 有电梯","低楼层(共15层)2002年建塔楼  -  ,四季青","580,万",单价39074元/平米
此房满五年，税费低，精装修直接入住,"东方俊园 , | 5室2厅 | 175.88平米 | 南 | 精装 | 有电梯","高楼层(共11层)2004年建板楼  -  ,临平","388,万",单价22061元/平米
